Pathway	Order	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Campylobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4444135964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2853079294	0	0	0	0	0	0	0	6.143130295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Candidatus_Gastranaerophilales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.9908556046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Clostridiales	160.4906224859	27.2548566393	80.5260321865	92.3843631052	79.622646204	14.1573731067	65.6984688511	119.5606680718	0	0	0	0	421.1060005647	206.5550109057	450.3077440902	54.1771809314	30.8857267563	9.2231138968	108.1371651793	0	83.0445879647	0	105.4665785023	0	0	0	0	50.9736522417	66.1923175051	81.4688759568	120.5485655519	192.608782668	203.5398504585	40.8522749647	72.2058433919	0	0	344.4063328431	313.2893439088	44.9252395136	180.4642161318	293.5675647389	71.6038501905	278.020783259	31.5761690993	645.7385272538	36.3349013501	129.9867814433	0	0	19.2789568818	0	7.2375873992	46.2814983943	0	156.5478446974	59.4303644153	35.6884278012	44.900493468	57.5160596297	195.1539139268	14.0107382744	68.1300111943	190.352224455	125.4737806087	173.2555804829	186.4129059661	172.1073686707	293.297392466	429.5263437424	30.7377338564	311.3026195572	128.8251343215	113.8246452938	146.6608132499	289.2635954875	57.4023892133	156.5843003843	499.3122329702	0	106.7056287919	78.6674308254	189.807161725	143.380113071	83.8641320494	61.3032292707	985.6600173871	212.9518453239	0	0	0	0	0	0	0	0	832.1216870633	0	95.2937679399	98.5202897569	200.3205224691	231.8797500356	127.0897600051	123.0555655931	103.5765711085	0	0	19.1232001045	109.7180266121	168.2171166173	25.7980361464	80.9273826765	53.2328823524	131.2109632544	0	160.8141402417	137.9171309064	135.5772786968	180.5394906774	134.1383668919	74.6911823704	343.6952420632	0	99.0500719043	0	0	0	67.9646304302	31.4698602217	0	0	144.7663776633	0	0	0	12.3666546622	0	203.743686421	0	0	0	0	0	133.8836330367	17.4967506311	0	0	56.3469928714	93.6526516876	179.8896407175	55.6504509132	174.7355520078	105.1690794201	323.2306949527	102.5349585781	106.4775290885	196.9092300019	0	128.4115796578	96.6317036803	210.63115332	123.2925900171	315.2401180652	182.3695487841	182.3341345837	233.5348802304	280.7960833696	383.7436447301	289.6313179337	574.2603205074	419.6231050171	203.3558822167	150.7614642821	506.0603714346	541.1388716481	0	0	0	0	8.1296857529	221.9705343679	25.3919531865
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Coriobacteriales	753.1172049838	707.0708633081	906.9050858468	1012.9261678634	847.0001997493	189.5647860001	302.7628976941	633.0706853666	0	0	0	0	0	0	0	0	10.7023309735	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1710329106	65.1014533842	226.8386687646	0	0	0	0	0	710.3555871563	408.8507152793	158.159040041	969.9452085891	317.8680325256	881.3237585862	0	1061.6341091109	0	2023.4169432114	23.4785296947	97.2598314388	0	328.7169883815	0	0	462.7935647101	0	125.3356033527	624.3923669103	399.0385271422	425.8649104536	9.5282341613	16.4528570906	630.776800686	533.4300465071	559.0045561168	275.2602225015	83.2385088166	78.5646867534	17.1833776682	169.7470478186	0	117.0032117582	0	0	95.628257331	112.0332838632	0	0	277.8365030534	0	0	287.2873871935	370.030044092	386.7126259259	288.7125957155	0	76.4477015047	272.908313731	0	0	45.6923541067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453.9834535034	0	0	804.7690093397	1654.9197761	597.6404613683	703.4716508654	280.8592817918	614.5945705848	509.1578856353	253.2780928873	352.5592734696	0	355.5594960992	0	272.177508719	489.1841519947	0	754.2903357187	0	715.407491406	0	0	0	0	0	0	108.5436792481	750.9585200745	0	0	0	11.141140551	209.5677889756	0	245.0088600305	1237.0833051079	232.4543479718	0	241.7584489813	402.9733152193	0	0	0	0	0	0	0	0	365.9012476506	71.0146338719	218.0999908017	237.0928265291	630.3253381344	579.9126855275	304.129630233	396.1822980219	0	0	1472.9250405543	158.5938188077	33.2163486117	46.5991128603	1173.6373238688	407.8946065336	7.0751932649
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Desulfovibrionales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2521108319	0	0	0	0	0	0	0	0	0	32.8469494941	47.0040285175	69.570420012	0	0	0	0	0	0	0	0	0	0	0	79.9459956461	0	0	156.7570964954	0	0	24.1002373116	0	29.372799526	44.8966697979	0	28.1968915108	22.7210842848	5.1745810515	49.3676293522	10.179725236	0	0	0	22.0994061541	21.7246228548	15.2613273411	40.345165482	39.4457012163	22.4812757452	39.361838394	0	38.996471319	0	0	5.5383289095	7.7225098038	0	20.7554098566	0	0	0	0	0	0	0	0	42.7370043584	0	0	0	0	0	0	0	0	0	0	0	0	45.3582469	0	0	0	0	0	0	14.6601455557	0	0	0	0	0	0	0	0	0	0	0	0	37.0701379633	136.7757083223	79.8703452756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.1444729556	0	0	0	0	11.8105317536	0	0	0	0	0	0	3.7167536078	20.4363915299	86.1781130299	0	40.5929129088	12.7263475365	25.2062276826	131.2934020268	70.062275433	8.4208576028	0	83.0328041887	41.6352609455	39.3184528333	28.498987248	58.1725280939	0	0	0	30.0054543223	0	19.4398546556	9.735627616	0	5.4930412019	10.7883836623	20.7932264225	0	0	18.0461149144	45.9781186335	21.1397000712
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Eggerthellales	47.3944078773	39.635067335	55.3014006738	57.4194868664	27.9863674827	35.4610887951	31.6722161555	73.9056858103	0	0	137.9587922107	0	158.5667124759	148.9069746822	20.8832837977	46.3510139703	42.4868298887	6.8461173429	128.0709866308	0	133.1916726618	0	0	0	0	0	0	0	0	0	37.0590652058	39.2665738311	59.0650080884	339.4450140311	215.6376609903	0	0	0	277.9105345093	18.8814630132	13.2329993796	61.2089500353	8.4661572572	17.6053230791	92.2803247341	13.9234907671	343.7001934531	236.7875432329	0	0	180.133380481	0	141.0079345045	67.6769699298	0	96.5341231108	0	65.1855855143	0	0	0	86.4117069288	0	26.7611080881	0	43.590970743	7.9272208022	0	76.6615156894	24.4156880344	9.7138319908	18.3736917315	11.5583729323	6.8082723997	51.0355132801	61.055525551	44.4514455685	212.8137495492	39.3543151039	0	43.8615165857	33.5756922475	58.5404850363	37.0637211237	44.1209586259	19.7158183564	23.2479465948	62.9814350138	0	0	0	0	0	0	0	0	0	0	0	152.8801336932	0	0	0	75.366888446	190.6069778936	0	21.1352066396	0	0	156.9151632718	0	194.9909567183	108.0042424337	189.0527731815	0	140.3910373537	33.0096390905	148.1212307622	115.4378947644	65.063802728	75.5675345849	46.8966440069	0	0	0	0	0	0	0	0	0	21.6150858311	6.4910508019	0	29.3040486898	0	32.2597626113	32.9201103968	0	0	0	0	0	29.7946102447	15.143652731	0	0	0	24.614405613	0	30.7462556569	11.3098286598	121.173641692	16.6523968181	60.6177172507	17.0972959159	40.6232316672	0	0	0	85.9106884052	0	0	13.5656068899	0	162.3487065704	270.9285918567	25.2427910629	52.501992181	82.9725084701	29.9151363714	23.2203619264	12.5122837726	168.0896840795	155.6932448751	61.0294604432	20.0905555692	0	0	64.9511787338	191.1263443456	31.3892767174
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Enterobacterales	237.6502629256	40.5075339895	19.2842004723	0	0	0	2281.0530309159	0	4813.3053937935	1671.5223387551	675.1083112364	1051.9979956648	196.9462196538	27.9725322699	48.4512042321	5.3838674056	306.9589387952	1283.474148663	0	511.5375418331	160.2771916184	623.4728419085	0	0	0	0	0	0	0	0	32.6243585819	12.5554775677	124.7887509486	0	0	9062.6605365667	1129.6293785709	42.4660687673	1060.7442686071	1306.7592186318	280.2016401591	3385.5763670209	382.8539181912	91.213737746	1717.7215585288	9651.8773320712	25.4858035472	222.597971638	552.2470526233	725.7093203608	0	2217.0634111494	0	0	287.8959589321	0	173.8269099927	49.2721838379	158.2169144228	92.6690419635	0	0	324.5296605035	66.3727597214	51.8834881398	15.8314247817	439.3837155591	1976.0332096853	15.0351010382	159.26089059	216.9437579557	433.2559496629	392.708815947	641.3702529198	222.4525227492	0	213.8939215026	232.0366581613	92.6363374136	1249.5366895235	0	0	0	0	23.7037213941	24.5063641927	3141.3341869186	0	2590.9467876765	3486.303048743	0	1050.197831874	0	1122.07789097	1342.5255250892	1503.5989751629	42.9323891198	403.9200898649	290.4169375596	1979.0546913032	6.4471851574	305.5026173687	0	43.2503488944	18.0496897136	4324.9077133495	5496.146319887	155.0362053143	0	76.0971826078	0	0	0	0	0	48.3020677101	0	7.7996601328	0	0	0	223.4003475369	3655.5792824624	0	5145.4230497316	4651.1491124882	176.8962154659	110.2718899332	1557.5910124578	0	8041.3438804917	2696.4459728757	897.16426397	9752.5678407982	598.6944657888	4990.4093040982	329.5037682855	0	1517.5457147446	2288.9656190717	84.4058638464	3359.6407860446	1547.7871646199	338.1797385075	57.8183221894	2641.9919921337	3597.9027313496	2868.8507033387	244.7070834279	3059.4979369049	0	360.3523170002	18.1368927105	3037.8736402045	247.6719403787	377.1346024946	24.135450702	1919.3796291912	1484.5316676869	740.702025167	260.0976194546	1454.4821345717	151.1505366054	362.758588451	391.0540393169	36.3023167336	0	59.0415271642	36.203082741	172.8587162025	47.7373225103	256.2962837493	111.3335194833	276.9553478093	0	334.9199818183	353.3147091296	851.705232664	305.0353274657	76.086726202	0	12.5797986941
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Erysipelotrichales	14.425222845	28.6450501268	10.9416165588	8.2617077416	0	8.615967699	54.6288526411	33.484650602	0	0	0	28.8680622645	1043.8591147961	223.4618793685	72.953236511	0	0	48.4718919074	28.1982249913	7.8235395686	23.845547286	0	53.2325706626	211.2490898217	0	19.0003952424	22.2181190731	223.2418088715	273.1890449763	377.8720476486	76.9072939738	47.8570566171	31.6142018315	50.8153105385	102.0117709227	0	0	54.6291803602	155.1324627704	0	0	33.606733715	0	0	14.0786020864	0	0	23.5098067676	0	0	269.429627867	0	106.4620388113	110.4122590565	31.3774207236	77.6237260824	0	0	0	0	0	19.7601703193	0	0	4.6725775498	0	0	0	11.9806885045	9.4825435358	0	0	0	0	0	33.7488778538	48.751643965	118.9438654417	10.346567023	0	0	0	0	0	0	0	35.1660387288	0	10.2147275919	0	0	0	0	0	0	0	311.6754491623	0	97.040685976	18.7867008358	52.8843207422	245.9953101664	118.8889370917	622.9934075275	539.4621067861	0	4.8123988627	279.6768633429	185.7478387473	797.152879767	252.8087594994	586.12274557	440.8347571553	648.6970809951	0	680.2820440267	0	607.4358683757	833.7629554163	0	0	0	15.8920070266	496.6465357077	0	38.7172873217	26.7357887416	0	0	0	0	122.7351328597	0	0	0	4.5590536344	0	4.8747724869	0	0	0	0	5.380926806	6.3494786572	0	0	0	0	41.3017698676	65.0084277324	43.692644989	0	16.0455455022	241.6258427667	16.6251237595	6.004521788	7.5594482609	0	317.4386786835	436.8822690822	122.7260723117	53.4650303382	89.4762196394	98.851163947	258.0413888223	45.0513279711	139.3769583439	10.7148408723	39.0164265025	122.6752308058	0	16.210624468	30.7970886281	117.2745864751	78.338002972	0	0	0	0	27.3872131729	245.2732328346	113.8659744006
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Firmicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3635941577	4.5839301653	21.1714708077	0	11.6104338124	0	0	0	0	0	0	0	0	0	30.0066176942	10.8472096929	18.4943656695	0	0	0	0	0	126.5595670755	35.646028204	87.1940639929	120.0378217763	81.8809616263	129.030111048	0	102.5154944728	0	0	0	0	9.0748877314	0	17.6323413553	29.4574474578	0	12.8280147583	0	0	0	0	0	19.6404464915	0	100.2948157872	0	48.1527252721	27.7401460515	0	13.3361468848	120.3457972061	0	0	0	0	0	0	0	0	6.2880898929	0	6.3725032069	10.7220816349	8.0068581383	15.3764047958	0	0	47.7726768485	57.4647834277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2782993002	0	0	0	0	0	0	0	17.1294382814	0	0	0	0	0	0	47.7891247657	14.4635050618	0	0	128.502704358	103.4826612828	0	0	0	0	0	0	0	0	0	0	8.4590084693	0	9.3132365072	31.1325517137	0	4.9856514563	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Fusobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4421524113	38.7008087754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7254896954	0	0	8.0033433176	55.7273804147	0	0	0	0	0	0	0	0	28.637911057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8035844521	0	20.1120294687	0	21.8692107308	0	0	0	0	0	0	0	0	0	0	0	152.2696540515	0	100.8486764596	0	0	0	64.4816167894	0	0	124.5258973522	14.4155970903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Lactobacillales	346.0737973431	1874.3992184234	140.270209994	1412.7942075786	1713.1241145837	6292.2027668491	1173.9116599791	1472.9756227923	252.3977618893	1159.1142858172	1397.799091596	2351.8654273906	237.526244604	26.6145509083	283.1486950561	104.3108331632	508.7207279077	920.6109237312	432.0809398516	1769.4082067003	8.3478722136	8416.3769749225	6.6043057367	5904.0954674658	4696.1990763366	2532.0324848287	2144.3786766058	51.1989534007	174.1497733957	21.3827705133	1554.1900826678	533.371455062	960.0725433122	58.4433112095	27.2466044564	0	6671.4034485547	5180.6749586683	641.6953672156	562.3388775627	1301.413468102	137.4697179828	49.297976275	1544.1991440098	8170.672616783	381.6381370879	88.1671451144	243.9816273162	857.2259552883	652.1672595697	60.6658972009	1491.3446685083	390.2057714586	136.0323356828	3702.72277483	900.3025477829	2496.0007064281	548.1260272523	3083.4355226264	2401.5820449018	5371.5498823501	464.3536651219	2420.934843129	354.8299320768	2003.4209134145	57.1679237078	139.7476030598	286.8050516421	683.5130871508	526.6681500225	3232.990676132	769.863357857	1942.2304548624	1895.7106010656	552.8644806882	1021.0693655961	2821.3507721328	2720.3823539968	156.0180055301	7686.3457616114	495.1427229615	465.9870214254	1419.2569915021	993.3776698289	768.0548796046	733.3184311527	0	173.8576479312	866.5662233735	2114.5925027931	5231.0588497363	3918.1661961896	3593.7970356616	3461.8397664794	4261.6003846599	3083.8087804663	1754.6704328598	7909.8416564611	5154.6945059012	21.8391213798	3689.1420438797	1904.3180704002	11.8303446315	1004.7941078357	506.5523029664	257.4608666312	787.6922830138	12.0684209791	0	1166.2081245134	0	58.0615413047	12.4059075611	82.6612352505	6436.1789546239	133.0572414734	2133.1656092075	51.9571472239	146.5210795077	172.024532262	89.3098628102	625.2073046889	1734.7361471009	119.3048823066	1209.6042340022	906.0159515508	2477.2528339355	88.8099760379	10202.3293813857	115.2322604421	2141.0293276968	428.916849069	1073.4840694248	312.0004292912	341.7765110955	3685.5202474815	212.1438311182	311.5759146019	120.5764612722	5662.9072707891	766.8387727693	2865.2990130907	1045.1312189897	1080.0389882557	301.7743888703	632.0480540108	2509.1900067476	2317.8690060655	566.5905411393	552.485572565	84.0705571052	982.2084473169	2519.6547351796	464.685108471	193.4254495299	943.8261334224	350.6600155832	316.936864896	170.7102342911	35.625782282	651.6258782136	94.938055774	0	0	0	743.6549815974	115.0674913851	145.6336997327	130.3319940933	159.3405409787	220.1281866106	97.3939060539	27.479191603	3.4865371655	0	998.0856500874	2287.503402316	3968.1798203962	2223.5013202978	1362.0714213202	144.995463367	952.2634321648
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Micrococcales	0	0	0	0	0	0	8.5835455233	0	0	0	0	0	0	0	0	0	0	0	0	10.4559912898	0	5.667804358	0	0	43.9074408735	27.7708436255	39.2411087961	0	0	0	7.0463027551	0	5.3992867478	0	0	0	9.6168720988	19.2860866891	5.4146590185	0	7.6689248871	0	0	0	0	22.8574364524	0	17.254080721	8.0143774936	14.3529373031	13.5311695064	4.5522134282	27.1378215106	11.6691810704	86.2640027361	0	11.9038134321	20.6816249584	32.1464558065	5.5597628187	29.5471976494	6.9739664177	61.193145487	20.0813189102	30.7446142365	0	0	0	0	0	6.2161521956	0	0	0	5.330194375	4.547234774	0	0	0	5.8213012508	7.5457417612	10.4859258269	19.5958280335	17.3044914262	3.5294567988	8.231594212	0	9.0255456955	87.8787495867	63.5707068376	7.6104314386	45.0482264603	0	44.1999870057	19.9639271594	0	8.3340953819	0	0	12.4975998154	15.867333661	10.5880610901	0	17.7552003781	13.9723907554	0	0	0	0	13.9309975256	0	0	0	17.4315615192	0	9.1982963741	10.9191253213	0	7.8595432475	19.8324851073	0	0	56.2308311332	23.6818298356	17.9770433036	7.1863346579	52.8551674744	0	0	0	6.3783357126	5.2150397118	61.4977030482	20.4986521272	56.3181516236	13.69352887	59.7634684651	0	0	6.9516184869	0	0	0	0	27.9483783209	27.7661715478	15.2447659663	12.2834035603	9.6273182294	0	0	11.6345261552	9.6049421742	0	0	0	0	0	0	0	0	0	0	0	0	28.9557294842	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5666634974	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Neisseriales	0	0	0	0	0	0	0	0	0	0	0	5.6609385918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.8963077761	0	14.1234776945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4107614785	22.324789803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Pasteurellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.2958513372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5604496438	0	0	0	0	0	0	0	0	0	0	0	0	110.7740212965	0	42.9068656984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Propionibacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9795252201	14.347164172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Proteobacteria_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0717343223	0	8.7040950177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.8298088884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.6793883146	48.5532814276	0	0	39.9176823723	52.0363193494	5.3184966755	0	46.4650813781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Selenomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.8552815911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	o__Synergistales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8774788433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.2190003699	0	0	0	0	0	0	0	321.6792687736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
