Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY490-3: nitrate reduction VI (assimilatory)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41772e-06	2.66748e-06	4.27597e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35364e-07	0	2.47325e-06	9.00374e-07	0	0	0	0	6.99368e-07	0	1.42474e-06	1.30888e-06	8.09255e-07	3.3623e-07	3.25305e-06	3.66748e-06	0	1.25995e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39921e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68894e-07	0	0	0	0	3.17887e-06	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	unclassified	5.25827e-06	6.39631e-06	5.41876e-06	8.25328e-06	5.73363e-06	0	1.57747e-05	1.19447e-05	0	2.13653e-06	1.59398e-06	3.80714e-06	5.96579e-06	1.40387e-05	5.76195e-06	9.85775e-06	7.32526e-06	5.54585e-06	9.15123e-06	2.0203e-06	6.44233e-06	2.61776e-06	8.09177e-06	0	0	0	0	4.63587e-06	4.0922e-06	1.72557e-05	2.16277e-05	2.20475e-05	1.56283e-05	2.15801e-05	1.64564e-05	0	0	3.39599e-06	6.35015e-06	4.36637e-06	9.86143e-06	2.56862e-06	4.15967e-06	3.54975e-06	1.61446e-06	9.13595e-06	5.29328e-06	6.87014e-06	1.00558e-06	3.4872e-07	7.36357e-06	2.46079e-07	4.13853e-06	0	3.46835e-07	2.87687e-06	2.8042e-06	4.08759e-06	3.01742e-06	2.32733e-06	9.63757e-07	1.00656e-06	2.89732e-06	2.66753e-06	6.45904e-06	4.44718e-06	8.14255e-06	7.86786e-06	2.48553e-06	4.52465e-06	7.12118e-06	8.42424e-06	1.35552e-05	4.48756e-06	6.92605e-06	7.72237e-07	5.86266e-06	3.06815e-06	5.90532e-06	1.70167e-07	3.39788e-06	3.43763e-06	4.14142e-06	5.72879e-06	7.38363e-06	5.68868e-06	8.50203e-06	1.44842e-06	4.03392e-06	1.00735e-06	0	5.59957e-06	0	4.38786e-06	3.76477e-06	3.64312e-06	3.86509e-06	1.08081e-05	9.94619e-08	1.04882e-05	2.73606e-06	5.49329e-06	3.81012e-06	3.15328e-05	6.3161e-06	2.09729e-06	2.18966e-06	7.21208e-06	5.28826e-06	9.84209e-06	0	0	0	3.08064e-06	0	3.68003e-06	0	1.93218e-06	1.66745e-06	8.04248e-06	1.23287e-06	1.97645e-06	1.67819e-06	2.94111e-06	1.05629e-06	1.34089e-06	1.34053e-06	5.55308e-06	1.05847e-06	3.1654e-06	3.91706e-08	1.34911e-05	9.88613e-06	2.33805e-07	2.47411e-06	3.11454e-07	3.37622e-06	3.0487e-06	0	1.2186e-06	0	1.25905e-06	6.03457e-06	8.96384e-06	5.74022e-06	2.95126e-06	3.64007e-06	5.46326e-06	3.21059e-06	6.00503e-06	3.14733e-06	9.64695e-06	4.80446e-06	1.01844e-05	7.96723e-06	6.82247e-06	5.06178e-06	6.45317e-07	1.42782e-05	1.4628e-05	5.6235e-07	1.1189e-05	4.52792e-06	6.26934e-06	1.08386e-05	3.7851e-06	6.06002e-06	1.17686e-05	9.84293e-06	7.62327e-06	4.93278e-06	8.32665e-06	8.19084e-06	1.41027e-05	0	4.67775e-06	2.81943e-06	2.64837e-06	1.01394e-06	9.72275e-06	1.45993e-06	1.27296e-06
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	unclassified	5.25827e-06	6.39631e-06	5.41876e-06	8.25328e-06	5.73363e-06	0	1.57747e-05	1.19447e-05	0	2.13653e-06	1.59398e-06	3.80714e-06	5.96579e-06	1.40387e-05	5.76195e-06	9.85775e-06	7.31435e-06	5.54585e-06	9.15123e-06	2.0203e-06	6.44233e-06	2.61776e-06	8.09177e-06	0	0	0	0	4.63587e-06	4.0922e-06	1.72557e-05	2.16277e-05	2.20475e-05	1.56283e-05	2.15801e-05	1.64564e-05	0	0	3.39599e-06	6.35015e-06	4.36637e-06	9.86143e-06	2.56862e-06	4.15967e-06	3.54975e-06	1.61446e-06	9.13595e-06	5.29328e-06	6.87014e-06	1.00558e-06	3.4872e-07	7.36357e-06	2.46079e-07	4.13853e-06	0	3.46835e-07	2.87687e-06	2.8042e-06	4.08759e-06	3.0114e-06	2.32733e-06	9.63757e-07	1.00656e-06	2.89732e-06	2.66753e-06	6.45904e-06	4.44718e-06	8.14255e-06	7.86786e-06	2.48553e-06	4.52465e-06	7.12118e-06	8.42424e-06	1.35552e-05	4.48756e-06	6.92605e-06	7.72237e-07	5.86266e-06	3.06815e-06	5.90532e-06	1.70167e-07	3.39788e-06	3.43699e-06	4.14142e-06	5.72879e-06	7.38363e-06	5.68868e-06	8.50203e-06	1.44842e-06	4.03392e-06	1.00735e-06	0	5.32695e-06	0	4.38786e-06	3.76477e-06	3.64312e-06	3.86509e-06	1.08081e-05	9.94619e-08	1.04882e-05	2.73606e-06	5.49329e-06	3.81012e-06	3.15328e-05	6.3161e-06	2.09729e-06	2.18966e-06	7.21208e-06	5.28826e-06	9.84209e-06	0	0	0	3.08064e-06	0	3.68003e-06	0	1.93218e-06	1.66745e-06	8.04248e-06	1.23287e-06	1.97645e-06	1.67258e-06	2.94111e-06	1.05629e-06	1.34089e-06	1.34053e-06	5.55308e-06	1.05847e-06	3.1654e-06	3.91706e-08	1.34911e-05	9.88613e-06	2.33805e-07	2.47401e-06	3.11454e-07	3.37622e-06	3.0487e-06	0	1.2186e-06	0	1.25905e-06	6.03457e-06	8.96384e-06	5.74022e-06	2.95126e-06	3.64007e-06	5.46326e-06	3.21059e-06	6.00503e-06	3.14733e-06	9.64695e-06	4.80446e-06	1.01844e-05	7.96723e-06	6.82247e-06	5.06178e-06	6.45317e-07	1.42782e-05	1.4628e-05	5.6235e-07	1.1189e-05	4.52792e-06	6.26934e-06	1.08386e-05	3.7851e-06	6.06002e-06	1.17686e-05	9.84293e-06	7.62327e-06	4.93278e-06	8.32665e-06	8.19084e-06	1.41027e-05	0	4.67775e-06	2.81943e-06	2.64837e-06	1.01394e-06	9.72275e-06	1.45993e-06	1.27296e-06
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	unclassified	1.81007e-06	1.44626e-06	9.96693e-07	0	0	0	4.64594e-06	0	0	6.49973e-07	7.08332e-07	3.54556e-07	5.30613e-06	6.24939e-06	6.04683e-06	5.73149e-07	2.96695e-06	2.74007e-06	0	1.70225e-06	0	1.68483e-06	0	0	0	0	0	0	0	0	2.00827e-06	2.85308e-06	3.47876e-06	4.55441e-07	0	0	0	2.906e-07	3.17199e-06	4.94344e-06	7.77425e-06	4.14359e-06	6.40354e-06	2.15478e-06	1.12219e-06	8.19386e-06	1.00777e-06	1.26505e-06	5.57957e-07	8.80996e-07	0	6.72236e-07	0	0	0	2.50289e-07	3.17098e-07	1.56947e-06	1.16268e-06	0	0	0	1.23078e-06	0	1.5024e-06	1.08962e-06	5.32636e-06	2.83674e-06	4.25183e-06	7.19842e-06	2.14232e-06	7.74532e-06	1.55517e-06	3.78964e-06	6.57794e-06	5.20801e-06	0	2.97682e-06	2.6344e-06	0	3.17207e-06	2.65805e-06	5.00977e-06	3.75573e-06	2.00545e-06	4.57366e-06	1.85542e-06	1.88557e-06	0	0	0	0	0	0	0	5.91186e-07	2.84144e-06	2.4118e-06	1.3063e-06	1.18376e-06	0	1.26579e-06	3.99052e-06	0	2.00486e-06	6.24099e-07	1.46163e-06	1.1067e-06	3.09431e-06	2.9346e-06	0	1.32658e-06	1.37931e-06	2.86862e-07	0	1.77897e-06	0	2.58158e-06	0	5.50064e-07	2.36061e-07	4.72222e-07	2.60884e-06	0	0	2.76633e-07	0	1.30384e-06	0	0	1.96057e-07	1.04576e-06	4.27315e-06	1.74732e-06	1.64757e-06	1.85191e-06	3.3253e-06	0	0	2.02906e-06	0	5.13679e-07	6.56733e-06	3.29066e-06	4.48015e-06	2.19344e-06	4.84345e-07	4.44276e-06	8.77531e-07	2.01811e-06	0	1.55765e-06	1.00765e-06	8.28355e-07	0	7.38851e-07	7.10951e-06	8.53198e-07	1.94755e-06	5.32626e-06	4.19222e-07	6.82465e-06	7.83739e-06	2.25606e-06	3.18366e-06	2.79331e-06	4.35857e-06	4.38053e-06	2.95481e-06	2.82936e-06	5.40637e-06	3.67706e-06	2.82505e-06	3.1899e-06	0	3.95656e-06	3.75104e-06	1.57312e-06	1.62694e-06	6.44764e-06	6.33612e-06	1.39133e-06
PWY66-367: ketogenesis	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83138e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42769e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65789e-07	0	0	0	1.01348e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07644e-07	0	9.92519e-07	0	3.31322e-07	5.50934e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19468e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.62679e-07	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-388: ceramide degradation by &alpha;-oxidation	unclassified	0	0	0	0	0	0	0	0	0	0	8.6147e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56551e-07	0	4.44994e-07	0	0	0	0	0	0	0	0	0	0	4.64173e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98712e-08	0	0	0	0	0	0	0	0	0	0	0	0	4.93783e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05117e-08	0	0	1.43699e-07	0	4.11921e-07	0	0	1.55766e-07	0	0	1.50712e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.93111e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation	unclassified	2.90178e-07	9.51151e-08	1.38434e-07	0	6.25449e-07	0	1.68351e-06	0	1.22779e-06	1.53397e-06	1.19931e-06	1.15496e-06	1.82379e-06	1.79727e-06	5.98121e-07	1.0538e-06	2.58747e-07	2.79348e-06	0	2.62244e-06	2.55435e-07	4.17441e-06	0	0	0	0	0	0	0	0	6.51011e-07	1.93046e-07	1.2647e-06	0	0	0	0	2.3029e-06	0	1.1952e-06	0	5.69856e-07	3.43282e-06	1.80271e-06	3.1388e-06	1.73679e-06	7.56623e-07	4.27153e-07	1.11011e-06	8.94161e-07	0	2.02826e-06	0	0	1.51195e-06	6.56117e-07	2.49532e-07	6.58178e-07	7.62803e-08	4.40682e-07	0	0	1.17393e-07	7.71748e-07	1.41173e-07	2.55764e-07	1.37097e-07	4.52983e-07	5.34198e-07	8.2686e-08	3.26928e-06	5.48546e-07	4.26246e-06	3.76933e-06	1.42445e-07	2.6731e-06	0	1.72795e-07	5.28128e-06	2.62894e-07	9.61869e-07	3.45196e-06	1.79782e-06	1.86803e-06	1.75967e-06	7.38823e-07	1.13143e-06	1.03081e-06	7.52626e-07	0	0	0	0	1.07309e-06	5.0727e-07	2.30527e-07	2.18187e-06	4.40562e-06	0	2.24384e-07	0	4.65272e-07	0	0	8.02786e-08	1.85534e-06	2.8651e-06	1.07725e-07	0	7.42307e-08	0	0	0	0	0	0	0	5.13755e-08	0	0	0	8.58127e-07	3.911e-06	0	2.40171e-06	2.1634e-06	6.52359e-07	0	2.12241e-06	0	1.13823e-06	1.19613e-06	2.59538e-06	1.02924e-06	2.07429e-06	4.17948e-07	1.89785e-06	1.43325e-06	1.72376e-07	4.37974e-06	1.47462e-07	8.85384e-06	8.20098e-07	4.81202e-07	6.84436e-08	1.74259e-07	5.43943e-06	5.94132e-06	2.4146e-07	8.44451e-07	0	4.10684e-07	5.11641e-08	4.0786e-07	5.6432e-07	2.04161e-06	0	8.07018e-07	1.1201e-06	1.27486e-06	1.67425e-07	1.67212e-06	2.62319e-07	5.64543e-07	1.37377e-07	0	1.56136e-06	2.64111e-06	2.28375e-06	2.97427e-07	1.17218e-07	3.4705e-06	1.7301e-06	9.38808e-07	0	2.29502e-06	2.15878e-06	2.59041e-06	1.90116e-06	2.57308e-06	5.74279e-07	0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	unclassified	0	0	0	0	0	0	0	0	0	0	1.46277e-06	0	0	0	6.0832e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0869e-06	0	0	0	0	0	0	0	0	0	0	0	1.24587e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48156e-06	2.08765e-06	5.3739e-06	0	0	1.3297e-06	0	0	1.34368e-06	0	0	2.49298e-06	0	0	0	4.106e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36087e-06	0	0	0	0	0	0	0	2.58339e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93933e-06	2.31247e-06	2.34285e-06	0	1.31226e-06	1.91273e-06	0	0	0	5.43008e-07	0	0	0	0	0	0	0
PWY66-399: gluconeogenesis III	unclassified	1.88239e-06	0	0	0	0	0	0	0	0	0	0	0	7.61704e-07	1.04956e-05	7.15164e-06	0	1.5117e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	7.137e-06	2.74556e-06	5.90985e-06	0	0	0	0	0	2.61559e-06	1.0356e-05	4.38167e-06	9.32926e-06	5.93208e-06	5.74906e-06	0	0	4.66035e-06	0	0	0	0	0	0	0	0	0	1.19292e-06	0	2.30924e-06	0	0	0	1.20485e-06	0	1.36322e-06	2.30271e-06	4.81202e-06	6.9007e-06	5.82944e-06	4.92123e-06	2.90002e-06	7.95555e-06	0	0	5.74617e-06	0	0	1.28267e-06	2.33898e-05	0	1.12184e-05	3.26395e-06	7.25307e-06	7.62983e-06	1.8272e-05	1.27286e-05	3.41518e-06	3.99012e-06	0	0	0	0	0	0	0	0	1.54994e-06	0	0	0	1.88318e-06	2.92838e-06	2.00299e-06	0	1.01955e-06	0	0	4.60108e-06	0	2.7695e-06	0	1.13062e-05	0	2.87266e-06	0	2.47833e-06	0	1.14281e-05	2.5359e-06	0	9.93173e-07	0	0	0	0	0	0	1.72559e-05	0	8.16577e-06	0	0	1.09537e-05	0	1.7894e-05	0	2.53889e-05	9.40193e-07	0	0	0	0	0	2.39048e-06	1.84001e-05	0	0	4.98922e-07	0	8.06086e-07	1.73061e-06	1.28461e-06	1.27654e-05	2.65709e-06	5.66918e-06	4.20005e-06	1.43474e-05	0	1.54661e-06	0	2.38461e-06	0	2.92923e-06	3.05966e-06	1.52058e-06	6.10729e-06	0	2.04323e-05	1.12465e-05	2.22108e-05	1.06859e-05	8.65852e-06	5.41131e-06	2.51586e-05	1.98004e-05	0	0	0	0	0	5.14215e-06	0
PWY66-409: superpathway of purine nucleotide salvage	unclassified	3.32609e-06	4.23406e-06	5.97274e-06	0	0	0	0	0	0	1.05742e-06	0	1.4923e-06	6.10523e-06	1.93441e-05	7.97084e-06	5.3373e-06	0	2.42161e-06	8.07828e-06	0	6.74153e-06	0	0	0	0	0	0	0	4.63412e-06	3.60655e-06	1.20871e-05	6.29376e-06	1.5856e-05	0	1.74131e-06	0	0	0	1.84022e-05	9.74851e-07	1.78841e-05	5.5448e-06	4.24195e-06	2.45148e-05	1.65503e-06	1.29164e-06	3.88392e-06	3.44565e-06	0	1.02151e-06	6.27533e-06	0	0	5.94637e-06	1.08365e-06	5.22026e-06	2.55984e-06	1.64249e-06	3.20499e-06	8.25762e-07	0	5.27443e-06	3.46391e-06	8.57514e-06	6.69837e-06	1.13623e-05	2.2931e-05	9.25804e-06	8.46897e-06	2.35242e-05	1.60153e-05	2.50485e-05	2.51361e-05	1.35134e-05	2.20346e-05	3.96683e-05	0	3.69502e-06	0	0	8.55501e-06	6.68719e-06	3.39317e-06	5.58575e-06	3.88702e-06	1.79959e-05	6.54224e-06	4.04921e-06	3.31854e-06	0	0	0	0	0	1.28228e-06	0	5.57696e-06	2.80684e-06	4.00266e-07	7.00905e-07	5.37646e-06	6.32691e-06	1.09074e-05	2.26577e-06	9.65025e-06	0	3.48281e-07	7.58689e-06	0	6.85872e-06	7.20793e-06	6.22545e-06	5.69808e-06	0	0	1.37249e-05	0	0	0	6.08742e-06	4.32693e-06	4.82103e-06	1.80808e-06	2.17577e-06	4.33926e-07	4.56721e-07	0	3.41919e-06	1.10617e-06	3.44978e-06	0	3.64895e-06	1.95839e-06	1.45779e-06	3.36733e-06	0	5.85065e-06	7.33839e-06	0	2.01284e-06	1.66236e-06	2.64816e-06	1.68123e-06	4.93455e-06	1.27274e-05	2.58998e-06	2.52543e-06	4.97628e-06	4.08236e-06	0	5.81412e-06	2.63593e-06	5.38223e-06	4.4474e-06	5.23888e-06	0	2.21075e-06	9.5835e-07	0	4.70704e-06	6.73796e-07	2.01253e-06	2.30728e-06	4.72091e-06	0	0	4.82391e-06	4.56279e-06	4.63618e-06	6.4431e-06	1.11903e-05	9.38047e-06	2.40464e-06	0	0	1.89217e-06	2.10445e-06	4.09995e-06	0	2.20576e-06	1.05864e-05	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	unclassified	3.31125e-05	4.12874e-05	3.32352e-05	3.13743e-05	2.86387e-05	1.90302e-05	3.50998e-05	3.43683e-05	0	1.86317e-06	1.20573e-06	6.37918e-07	2.70852e-05	8.59574e-05	0.000115712	3.94746e-05	1.09657e-05	6.19355e-06	5.37603e-05	2.07815e-06	2.9605e-05	2.09988e-06	2.96497e-05	0	0	0	0	2.72211e-05	3.56331e-05	5.17597e-05	5.53379e-05	4.44396e-05	2.9506e-05	2.80816e-05	3.46295e-05	0	8.57602e-07	2.03868e-06	3.94411e-05	4.3873e-05	3.35262e-05	3.52909e-05	4.8216e-05	4.34e-05	2.89156e-06	2.06624e-05	0.000184141	4.46795e-05	5.05839e-07	2.68648e-07	2.57413e-05	7.40853e-07	6.12782e-06	2.14334e-05	6.60314e-06	3.24884e-05	1.00215e-05	1.60363e-05	9.5102e-06	1.47628e-05	2.22484e-05	1.47227e-05	1.19225e-05	1.27508e-05	2.75494e-05	1.70474e-05	3.21014e-05	1.25312e-05	2.65694e-05	4.64924e-05	1.37744e-05	6.25743e-05	2.23849e-05	1.08263e-05	4.96065e-05	5.01549e-05	9.91727e-06	1.02069e-05	5.75344e-05	0	4.10504e-05	3.13676e-05	3.95352e-05	4.45503e-05	4.46178e-05	3.99611e-05	2.81699e-05	5.1827e-05	5.33113e-06	5.42753e-06	5.41978e-06	2.05917e-06	0	6.26548e-06	4.19479e-07	1.94835e-06	1.94124e-05	5.1518e-06	1.01211e-06	9.81184e-06	5.15058e-06	2.65707e-05	2.73824e-05	0.000152706	2.29326e-05	1.22785e-06	1.63382e-06	4.38689e-05	5.14636e-05	7.5247e-05	9.98185e-05	6.09602e-05	3.4328e-05	4.81627e-05	0	3.03333e-05	5.27075e-05	5.74212e-05	7.60288e-05	9.04509e-05	0.000139966	2.09666e-05	2.25445e-06	5.77191e-06	1.17866e-06	1.55455e-06	1.2483e-06	3.08019e-05	1.48873e-06	1.40022e-05	7.04167e-06	3.36646e-05	1.4334e-05	3.55488e-06	1.87872e-05	6.7432e-07	3.16735e-05	2.17196e-05	1.6658e-07	2.26703e-06	0	5.02865e-06	1.37083e-05	1.07828e-05	2.77025e-05	3.96539e-06	8.46556e-06	7.10834e-06	1.07986e-05	1.37071e-05	9.32752e-06	2.10227e-05	3.24161e-05	2.12614e-05	4.31703e-05	2.88762e-05	4.6051e-05	2.19627e-06	4.94065e-05	0.000139678	6.95608e-05	6.59939e-06	1.68792e-05	3.31132e-05	3.47746e-05	5.27791e-05	4.07281e-05	5.70183e-05	5.13963e-05	7.96952e-05	8.52968e-05	2.49145e-05	2.98953e-05	5.95894e-05	5.56502e-05	8.02673e-06	5.06538e-06	3.18568e-06	2.34748e-07	1.79313e-05	2.23233e-05	2.60427e-06
PWY66-430: myristate biosynthesis (mitochondria)	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.94582e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54992e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.28532e-07	0	0	0	0	0	5.16018e-07	0	7.96417e-07	0	0	0	0	0	0	0	1.57179e-06	0	0	0	0	0	0	0	0	8.56756e-07	0	1.93506e-07	0	0	0	0	0	0	0	0	0	5.1216e-07	0	0	0	0	1.03555e-07	0	0	0	0	1.29242e-06	5.49975e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.84864e-07	0	0	0	0	0	8.10063e-07	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	unclassified	1.56015e-06	8.79555e-07	0	2.76883e-06	3.05612e-06	0	4.25356e-06	0	0	1.18074e-07	5.90178e-07	1.40413e-06	6.75406e-07	9.64159e-06	1.25504e-05	0	9.4876e-07	3.11783e-06	0	8.04852e-07	4.05996e-07	5.42471e-06	0	0	0	0	0	0	0	0	1.92295e-06	0	1.29755e-06	0	0	0	0	0	4.69722e-06	2.61512e-06	0	8.96128e-06	7.14248e-06	4.94291e-06	4.4866e-07	1.92408e-06	0	1.12625e-06	0	0	0	1.02613e-07	0	0	0	2.24507e-06	0	0	3.56331e-07	0	0	2.69466e-06	1.11653e-06	1.59971e-07	8.70108e-07	1.69276e-06	5.96987e-06	6.99314e-07	0	5.47505e-06	2.2024e-06	3.32851e-06	0	9.57912e-07	4.11013e-06	2.32337e-07	2.26176e-06	1.84956e-06	0	0	0	1.06201e-06	1.75137e-06	5.11003e-07	0	1.80935e-06	8.77445e-07	0	0	0	0	0	0	0	0	0	1.69448e-06	1.72617e-06	1.01568e-06	1.83133e-06	0	1.36323e-06	0	0	0	1.85141e-07	2.49994e-07	0	0	0	0	0	1.88881e-06	3.79742e-06	0	1.23009e-06	0	3.44797e-06	4.20405e-06	1.02937e-06	0	0	3.6671e-07	0	1.00536e-07	0	2.90805e-07	1.67541e-06	0	0	2.89621e-07	1.27681e-06	2.05125e-06	4.24602e-07	8.75581e-08	4.43883e-07	2.17127e-07	0	0	1.36212e-06	0	1.206e-06	9.6602e-07	1.7982e-06	1.31562e-06	8.89098e-07	2.87265e-06	1.56342e-06	1.88798e-06	2.6762e-06	0	1.32827e-06	2.64583e-07	4.80002e-06	3.28234e-06	2.30714e-06	3.38107e-07	7.20189e-07	6.47796e-06	6.33473e-06	3.80525e-06	9.39884e-06	7.26957e-06	3.32431e-06	6.40253e-06	5.41219e-06	0	3.13582e-06	3.93195e-06	4.97958e-06	1.03875e-06	0	0	1.3707e-06	0	1.57721e-06	1.32838e-06	0	0	7.55756e-06	4.29742e-06	9.5894e-07
