Pathway	Kingdom	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
PWY0-1533: methylphosphonate degradation I	k__Bacteria	2.56414e-06	0	0	0	0	0	1.0885832e-05	0	0	1.145267e-05	1.0270279e-05	1.4442906e-05	2.8433007e-06	0	0	0	0	3.15386e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50427e-05	1.078537e-05	0	0	0	0	1.4391398e-06	0	0	5.06962e-06	1.4614456e-05	4.254564e-06	0	2.332607e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.910689e-06	0	6.7520172e-06	5.600129e-06	0	0	0	0	0	6.32143e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7975015e-05	0	0	0	0	0	6.434924e-05	5.094714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4394599e-05	0	4.3246012e-05	4.537999e-05	0	0	0	0	0	3.6486943e-05	5.350449e-06	0	1.537507e-06	0	2.833733e-06	0	0	0	0	0	2.74454e-06	0	0	8.08491e-06	0	0	9.81194e-07	1.00043e-05	0	0	0	3.228881e-06	0	0	0	0	1.940931e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.38867e-06	3.197962e-06	1.34654e-06	0	3.7280142e-06	4.058679e-06	8.850722e-06	2.455571e-06	1.545487e-06	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	k__Bacteria	0.00020211453	9.44661182e-05	0.000200596084	9.6225742e-05	0.000102825442	0.000819385799	0.000554934291	0.000119204356	0.00117644066973	0.00041265157212	0.0002832594635	0.0004167610497	0.0002533250314	0.000174304709	0.0001979313697	0.000229564401	0.000218517798	0.000323305159	0.000160837377	0.0002665120714	0.0002032409628	0.001008444701	6.1916913e-05	2.3524617e-06	1.45589787e-05	7.0089643e-05	6.2184845e-05	4.2151088e-05	8.2391049e-05	6.9658603e-05	0.000173177577	0.0001721708848	0.000233480907	0.0002721562076	0.0002108847167	0.00115162059841	0.0003283856719	8.405714e-05	0.000385816415	0.000553592023	0.0002327730379	0.000531085257	0.0002771144195	0.0002732047799	0.0008467482359	0.001129989266	0.0001451174677	0.0003072509683	0.0005350182154	0.0004804731283	0.0001961149691	0.0005682583662	0.000288060123	0.000196736323	0.0002136606231	0.00017008749	0.000218251061	0.0002322470573	0.0002240244239	0.0001646867615	0.00014419733	0.000340816346	0.0002191237634	0.0001928005242	0.0001522255083	0.000170269675	0.000196711251	0.0004405860997	5.6626636e-05	8.34245249e-05	0.00025824597571	0.0001508236673	0.0002865852046	0.0003376075818	0.0001101171714	5.89939524e-05	0.00033159619	0.0002279041117	0.00010617167	0.0003659750318	0.0001367009843	0.0001547912542	0.000203042764	0.0001885960904	0.0001617686551	0.0001868811916	0.0005818420122	0.000122632074	0.0006727014231	0.0007535558152	0.0004316652123	0.0007259900328	0.0002529426	0.000693201909	0.0007098517421	0.0004632576369	0.0001419199464	0.0005977416648	0.000236280692	0.0005531064396	0.000161329149	0.000276279014	0.0002479338383	0.000203385193	0.000134641052	0.00066577440754	0.00069482327339	0.0001535553857	0.0002585780512	0.0002948236969	0.00019094584	7.62847e-05	6.5507567e-05	9.17890815e-05	8.206552e-05	9.8220608e-05	0.00013153192	6.9369739e-05	5.0615189e-05	0.000174191393	0.000118721355	0.0002511423557	0.0005974172869	9.1072863e-05	0.0007672517937	0.00061513440063	0.0002301927224	0.000147069091	0.0010124634249	0.000419336625	0.0009473652521	0.000565738646	0.0004985715321	0.001316612847	0.0004126350779	0.000675753876	0.0003507475738	0.000231062566	0.00085555233	0.0008526738376	0.000829145579	0.0008666737704	0.000727363391	0.0002816534784	0.000251680892	0.00075352037	0.0008560741282	0.0008418105729	0.0003506098245	0.000653683754	0.000323824867	0.0002426018671	0.0002510580709	0.000623655074	0.000237274534	0.0002322568032	0.00017437720375	0.0007935562978	0.0006059962898	0.000421700343	0.000385306853	0.000569815686	0.0003108385025	0.000234406261	0.000264248401	0.00014906319	0.000174583807	9.6128368e-05	0.00013275907408	8.86712635e-05	0.000120213084	0.0005175468421	0.0004991713644	0.000171775586	3.1033383e-05	0.000171088597	0.000201845412	0.0002982744177	0.0002793906777	0.0001715834774	0.000128373283	0.0001575094993
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	k__Bacteria	7.81119e-06	0	0	0	0	0	7.76863e-05	0	0.000230551	5.02679584e-05	1.9963391e-05	3.71185069e-05	0	0	3.9987e-06	2.207742e-06	1.0099196e-05	4.2805972e-05	0	2.7098636e-05	0	3.84316e-05	0	0	0	0	0	0	0	0	4.996e-06	5.71324e-06	9.89609e-06	3.11902e-05	2.76856e-05	0.0002769033128	5.03939e-05	2.27649e-06	4.1297129e-05	4.27279e-05	5.55305e-06	6.90841363e-05	2.833998e-05	5.29112e-06	6.71951e-05	0.000198979	0	1.237419e-05	3.2578981e-05	3.287686e-05	5.45649e-07	6.97064898e-05	4.64636e-07	0	1.82516176e-05	0	2.102635e-06	2.882705e-06	1.53723e-06	1.0119e-06	5.606019e-06	2.06897e-06	1.14708411e-05	3.53076e-06	2.20247e-06	2.88668e-05	2.68104e-06	2.5853383e-05	3.936364e-06	8.14831e-06	1.1408036e-05	1.059466e-05	1.6185342e-05	3.0006424e-05	8.431219e-06	2.09926e-06	0	8.67169e-06	2.2889787e-05	5.9181842e-05	2.244541e-06	4.9359e-06	2.325062e-06	1.723445e-06	6.9619e-06	2.56324e-06	7.1144173e-05	0	0.0001861497	0.0001295505	6.41804e-06	5.947352e-05	0	7.1810941e-05	8.01886e-05	7.764181e-05	7.701908e-06	2.2154869e-05	3.289337e-05	1.9846518e-05	2.57872e-05	1.351358e-05	4.33556e-05	4.75378e-06	0	7.00461514e-05	0.0001042495446	2.556414e-06	5.07882e-05	5.96926e-06	0	0	0	0	2.33864e-06	4.05951e-06	2.60222e-06	0	0	2.17226e-06	3.48452e-07	1.8671313e-05	7.9131559e-05	0	7.7753011e-05	3.46490732e-05	1.770165e-05	1.604e-06	7.274607e-05	2.73624e-05	0.000133161	4.28774e-06	5.933237e-05	0.000198869	3.21100846e-05	0.000102070967	1.6820241e-05	2.690753e-05	0.00015578268	0.0001350935	6.72621e-06	0.0001924889931	3.916777e-05	1.10539e-05	0	5.1953659e-05	0.0002027387601	0.000167998807	2.8479614e-05	4.24094e-06	1.4343056e-05	7.66272e-06	8.00981e-07	7.810287e-05	4.025706e-05	1.35671e-05	8.2089e-07	0.00014777068	6.0815026e-05	4.59267e-05	1.1118072e-05	8.0712331e-05	9.77927e-06	2.55379e-05	2.21039e-05	1.12842617e-05	1.221224e-05	2.6680057e-05	7.378945e-06	1.000052e-05	4.54181e-06	3.33928e-06	1.857061e-06	1.6354e-05	0	1.0491836e-05	1.491752e-05	2.5067853e-05	1.1809651e-05	9.23747e-06	4.06075e-06	2.732272e-06
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37027e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39368e-06	0	4.2543e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	k__Bacteria	1.54867e-05	0	0	0	0	0	6.20586e-05	0	0	5.686674e-05	1.7235519e-05	4.2695477e-05	0	1.34334e-06	3.68338e-06	0	8.36668e-06	3.8316416e-05	0	2.1439707e-05	0	4.4774e-05	0	0	0	0	0	0	0	0	1.11191e-06	5.59125e-07	7.67277e-06	0	0	0.000215159332	3.83684e-05	1.44235e-06	3.61094e-05	3.38216e-05	3.39526e-06	8.97933e-05	2.18111e-05	5.99539e-06	5.06806e-05	0.00020837	0	8.81314e-06	2.423573e-05	2.4498001e-05	0	5.5463796e-05	0	0	1.16899e-05	0	0	1.34292e-06	0	0	0	0	4.56067e-06	3.07861e-06	0	0	0	2.06378e-05	0	6.32374e-06	8.74939e-06	0	1.246121e-05	2.47484e-05	6.295e-06	0	0	5.77045e-06	6.81391e-06	0	0	0	3.19173e-07	0	1.33351e-06	0	5.56031e-05	0	0.0002170716	0.0002324462	0	0.0001047078	0	0.0001121624	0.0001041568	5.09107e-05	1.66344e-06	1.1600823e-05	2.097556e-05	1.75542e-05	0	9.10795e-06	0	3.38957e-06	0	6.6393957e-05	8.872838e-05	7.70134e-07	0	4.81059e-06	0	0	0	0	0	7.25983e-06	0	0	0	0	0	9.28473e-06	5.839913e-05	0	6.6291286e-05	4.117338e-05	1.01218e-05	1.49657e-06	6.090255e-05	0	0.00015288224	4.953872e-06	3.65785e-05	0.000222689	2.030122e-05	0.000116211	1.1844293e-05	0	0.00011588505	0.0001164214	7.47518e-06	0.0001603138378	4.838978e-05	1.10346e-05	0	5.944302e-05	0.0001793424792	0.0001480182087	7.22634e-06	4.59145e-06	0	8.06066e-06	1.04353e-06	8.1786876e-05	1.2798e-05	1.46052e-05	0	0.000108546481	7.3984954e-05	4.97741e-05	1.45477e-05	8.48982e-05	1.06487e-05	2.76438e-05	2.13395e-05	0	0	6.8902e-06	4.64442e-06	7.373236e-06	0	3.53805e-06	1.547869e-06	1.59164e-05	0	8.23381e-06	1.402736e-05	2.168555e-05	1.6013392e-05	3.72556e-06	0	0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	k__Bacteria	3.29764e-05	5.982571e-06	2.45805e-06	0	0	0	0.00017807724	6.70537e-07	0.0003724185986	0.000166355648	0.000104284342	0.0001636358651	2.84395124e-05	4.61641e-06	9.755241e-06	0	7.6586e-06	5.4401898e-05	0	3.1545928e-05	2.86544e-05	0	0	0.0002041251	0.0001020576	1.743844e-05	3.511208e-05	0	0	0	4.870783e-06	1.48381e-06	1.00903e-05	0	0	0.00027743747	5.486284e-05	1.3166395e-05	8.74868578e-05	0.0001878480193	3.78943782e-05	0.0001525666117	3.41906e-05	8.93833e-06	6.90147444e-05	0.0003346930092	1.0265854e-05	4.1245225e-05	0.0001014239688	7.70477906e-05	0	0.000146120197	0	0	1.54761e-05	1.271783e-06	1.1955981e-05	1.25275873e-05	5.7671511e-06	5.496029e-06	4.81427e-07	8.391884e-07	1.63124759e-05	3.4514361e-05	6.3251355e-06	7.93201e-06	3.585613e-05	0.0001112175232	4.991762e-06	8.817034e-06	2.344869e-05	2.8339068e-05	4.1192155e-05	5.233992e-05	2.2174118e-05	4.419546e-06	5.41595e-05	3.41485e-05	1.4966553e-05	0.00011007953	0	3.10196e-07	6.34326e-07	1.27298e-06	1.06197e-06	1.49322e-06	0.0001207259146	0	0.00028209603	0.000303989514	3.50037e-05	0.000150038875	8.64178e-05	0.00016547239	0.00015356588	0.000329567385	5.9929e-06	0.0001739141511	4.05049565e-05	0.000193410358	0	1.64994e-05	0	6.95259e-06	8.47547e-06	0.000281404354	0.0002870198282	6.19178e-06	0	1.125917e-05	0	0	0	0	0.000108374	1.4009e-05	3.3662e-06	4.04932e-06	0	0	0	1.1297353e-05	0.0001546576937	0	0.0002255186688	0.000176998236	1.6925104e-05	8.772382e-06	7.98414637e-05	0	0.000209489123	0.000146663301	0.000115959244	0.000326972053	6.41891755e-05	0.000151106392	5.371621e-05	3.57758e-06	0.000554860944	0.000122734156	1.759666e-05	0.00016872555	0.0001797221727	1.0252096e-05	5.86996e-06	0.0001377462847	0.000164241649	0.000128288124	2.0570891e-05	0.000144481	0	1.7301733e-05	1.801208e-06	0.00010979604	1.23269e-05	1.65728e-05	5.1047e-06	0.00044411397	0.000125888788	6.4885935e-05	1.134301e-05	0.000106969011	1.50482e-05	3.4764987e-05	4.32582e-05	0	0	1.3583293e-05	4.314002e-06	5.3811843e-06	0	2.2599169e-05	1.3682421e-05	3.708151e-05	0	2.20140928e-05	2.4335382e-05	6.94103776e-05	3.6497569e-05	8.7273624e-06	6.69824e-07	1.77428e-05
PWY0-41: allantoin degradation IV (anaerobic)	k__Bacteria	7.99992e-08	0	0	0	0	0	6.938818e-06	0	0	2.4325034e-06	1.6551411e-06	1.671616e-06	0	0	0	0	1.75403e-06	5.79465e-06	0	2.7277654e-06	3.77767e-07	0	0	0	0	0	0	0	0	0	0	0	5.01909e-07	0	0	0	0	0	3.316771e-06	1.0157569e-05	4.297109e-07	8.3048e-06	3.11685e-06	0	5.21485e-08	2.4523e-05	0	7.72783e-07	4.121054e-06	2.323562e-06	0	1.010719e-05	0	0	0	0	0	0	0	0	0	0	1.11267e-07	0	0	0	2.83846e-07	1.8260738e-06	0	0	0	6.92528e-07	3.645094e-07	4.282284e-07	0	0	1.37484e-06	3.13701e-07	0	0	0	0	0	0	3.27224e-07	0	1.39309e-06	0	0	0	0	0	0	0	0	0	0	0	0	5.71385e-06	0	3.30828e-07	0	0	0	5.823022e-06	3.731657e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2254585e-05	0	2.572427e-05	1.754034e-05	0	2.69111e-07	0	0	1.98544e-05	1.7548212e-05	7.38392e-07	2.91569e-05	5.87822e-08	1.52132e-05	6.65663e-07	0	0	0	0	0	5.15454e-06	1.82023e-06	2.11911e-07	1.0669017e-05	0	0	2.165466e-06	1.163067e-05	0	1.56139e-06	0	3.91341e-06	5.01158e-07	1.90976e-06	0	3.71335e-07	1.890729e-05	1.12725195e-05	1.15609e-06	1.76986e-05	2.42626e-06	4.46228e-06	3.31304e-06	0	0	0	0	0	0	6.61557e-07	3.52003e-07	1.318376e-06	0	1.202336e-06	2.6027321e-06	4.879538e-06	4.802806e-07	1.73839e-07	0	0
PWY0-42: 2-methylcitrate cycle I	k__Bacteria	9.96132e-06	1.05301e-06	0	0	0	0	8.077572144e-05	0	0	3.10291684e-05	2.3101119e-05	3.77169495e-05	6.859875e-06	2.36213e-06	2.84507e-06	0	5.910579e-06	2.380243e-05	0	1.47966085e-05	5.1667e-06	3.39158725e-05	0	0	0	0	0	0	0	0	8.6852e-07	0	5.65218e-06	0	0	0	0	0	4.1335158e-05	6.2801584e-05	9.84359e-06	6.97805e-05	1.40009e-05	2.16037e-06	3.1019272e-06	0.0001815852859	1.11054e-06	1.01154e-05	2.6644102e-05	9.0929461e-06	0	4.9553066e-05	0	0	0	0	6.87042e-06	1.78388e-06	4.40244e-06	3.25591e-06	0	0	7.02894e-06	4.3453e-06	2.11141e-06	0	1.56781e-05	4.68297406e-05	1.15438e-06	4.4308392e-06	3.3121457e-06	1.14638929e-05	1.06630821e-05	9.452962e-06	1.11477e-05	0	0	0	0	0	0	0	0	0	0	7.71526e-07	6.5312359e-05	0	1.3588751e-05	9.209809e-05	0	5.44816225e-05	0	4.7015777e-05	3.31409797e-05	0	0	3.571788e-06	0	4.98960933e-05	0	0	0	2.24333e-06	2.26967e-06	6.8076185e-05	4.9086955e-05	0	0	4.84981e-06	0	0	0	0	0	3.61518e-06	0	0	0	0	0	0	5.38570851e-05	0	0.0001127708497	9.07487698e-05	0	4.72468e-06	3.9914379e-06	0	0.000169948	8.0647777e-05	5.962571e-06	0.000262994	1.0137181e-05	0.00012158	4.260895e-06	0	0	1.89520175e-05	0	2.44827378e-05	6.30113016e-05	1.05724e-05	9.52257e-07	4.82970193e-05	2.96804189e-05	4.20218856e-05	6.409097e-06	8.85395015e-05	0	1.06068e-05	0	4.733381e-05	1.08254e-05	1.80648e-05	1.00008e-06	6.51469e-07	3.6871486e-05	2.69272e-05	5.03425e-06	4.26383e-05	6.59357e-06	1.3159e-05	1.9503869e-05	0	0	5.06139e-07	4.733977e-06	6.091914e-06	8.66218e-07	8.33675e-06	3.2639153e-06	1.53148e-05	0	9.905284e-06	9.992371e-06	3.16588204e-05	1.37621166e-05	1.754858e-06	0	5.53677e-07
PWY0-461: L-lysine degradation I	k__Bacteria	1.266525e-06	0	0	0	0	0	3.5922006e-05	0	0	1.10177247e-05	8.282484e-06	2.24692723e-05	2.102066e-06	0	0	0	3.580751e-06	1.7759131e-05	0	1.04104438e-05	2.16268e-06	0	0	0	0	0	0	0	0	0	4.54015e-07	0	1.778121e-06	0	0	0	0	0	5.475679e-06	1.8854612e-05	2.42083e-06	3.7243544e-05	0	0	1.725782e-07	2.641064e-05	1.480615e-06	1.21396e-06	9.936886e-06	3.513777e-06	0	2.046463e-05	0	0	0	0	1.75521e-06	7.16781e-07	1.32275e-06	9.3202e-07	0	0	2.14889e-06	8.43262e-07	5.85497e-07	0	3.52853e-06	1.095842e-05	0	3.70104e-07	6.40314e-07	4.09318e-06	1.7189505e-06	2.927633e-06	2.12794e-06	0	1.74005e-06	4.69825e-07	1.38795e-07	0	0	0	2.96188e-07	0	0	0	1.42768e-05	0	1.72849e-05	0.000123052	0	5.78956e-05	0	5.75482e-05	3.82007e-05	0	0	1.358316e-06	0	8.23872e-06	0	4.50631e-06	0	9.68293e-07	0	1.3153037e-05	1.7038781e-05	2.77679e-06	0	3.99978e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.76011457e-05	0	4.5185532e-05	4.0556657e-05	0	6.42775e-07	1.04667e-08	0	9.603691e-06	3.177356e-05	1.3609301e-06	0	2.199606e-06	0	7.33337e-07	0	0	9.77693e-08	0	3.26711e-08	4.18512532e-05	0	2.89992e-07	2.41239461e-05	7.238627e-08	1.193335e-07	4.99152e-06	4.3143551e-06	0	0	0	3.728743e-05	3.3460005e-06	0	2.63635e-07	0	2.7419718e-05	1.861688e-05	0	3.6113614e-05	0	0	7.895383e-07	0	0	0	1.338473e-06	1.6353075e-06	0	1.5469724e-06	1.755967e-06	9.772001e-07	0	4.333675e-06	7.502076e-06	1.4332471e-05	1.11798399e-05	1.7447529e-06	0	3.05092e-07
PWY0-781: aspartate superpathway	k__Bacteria	1.55841e-05	0	0	0	0	0	4.7109463e-05	0	0	4.45297e-05	3.32114e-05	4.3830395e-05	1.1694402e-05	0	4.53946e-06	0	5.19452e-06	3.58335e-05	0	1.9935976e-05	1.61446e-05	0	0	0	0	0	0	0	0	0	0	0	7.84672e-06	0	0	0	0	0	5.84646e-05	0.000116131	2.46549e-05	4.98938e-05	0	0	1.519126e-05	0.00014854	3.78504e-06	2.08697e-05	4.262417e-05	2.61279e-05	0	9.933634e-05	0	0	0	0	1.44128e-05	4.56623e-06	9.46937e-06	5.70798e-06	0	0	1.81646e-05	7.58903e-06	4.58317e-06	2.96727e-06	3.48772e-05	0.000101685	1.94616e-06	8.66982e-06	1.013453e-05	2.77277e-05	2.467569e-05	3.4347e-05	1.96449e-05	0	2.26569e-05	1.48462e-05	0	0	0	0	0	0	0	0	0.000124603	0	0	0	0	0	0	0	0	0	0	0	0	0.000104455	0	6.67822e-06	0	0	0	0.0001543766	0.000137971334	0	0	0	0	0	0	0	0	6.73433e-06	0	0	0	0	0	0	5.215013e-05	0	8.125589e-05	7.140713e-05	0	7.79871e-06	0	0	0.000121037	5.34542e-05	2.42212e-05	0.000190059	7.46751e-06	7.98519e-05	1.32262e-05	0	0	0	0	0	2.230668e-05	8.24886e-06	3.07912e-06	5.012624e-05	0	0	7.86017e-06	5.79714e-05	0	5.86123e-06	0	3.7986373e-05	0	9.17651e-06	0	0	8.047e-06	3.31587e-05	6.93973e-06	5.46609e-05	0	8.94967e-06	2.23278e-05	0	0	0	0	0	0	7.701962e-06	4.76634e-06	2.33166e-05	0	1.117929e-05	1.46192e-05	3.599858e-05	7.62814e-06	4.22401e-06	0	1.35262e-06
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	k__Bacteria	2.16771e-05	4.32959e-06	1.760455e-05	0	0	1.03751e-06	8.49309e-05	2.661657e-06	0.000298223052	9.097566e-05	5.0244677e-05	8.1198057e-05	1.478772e-05	0	6.00929e-06	1.6311549e-05	2.6955589e-05	5.1480552e-05	3.51265e-07	2.727567e-05	2.0497691e-05	4.35216e-05	2.73044e-05	0	0	0	0	1.371597e-05	9.83397e-06	3.479886e-05	1.790951e-05	2.917011e-05	1.8004799e-05	0.00014063855	5.7149628e-05	0.000277457	4.73249e-05	1.77507e-06	7.1901905e-05	0.000118008374	3.7084424e-05	7.5027954e-05	4.259739e-05	2.080885e-05	7.9099495e-05	0.000187031	3.62596e-06	1.83319e-05	3.5685674e-05	4.601453e-05	2.051525e-05	0.000106017801	4.97505e-06	1.305282e-05	1.10127e-05	5.27222e-06	1.74509e-05	4.27857e-06	1.416958e-05	6.21053e-06	0	2.59399e-06	1.964137e-05	7.11854e-06	5.047278e-06	2.89627e-05	5.5164192e-05	0.000115499721	6.401598e-06	1.5994956e-05	2.6207479e-05	4.234302e-05	4.8541567e-05	6.256858e-05	2.9521313e-05	2.926703e-06	2.88002e-05	2.6022154e-05	1.8929274e-05	5.5397304e-05	2.175841e-05	4.063381e-05	1.4378103e-05	6.689766e-06	2.216775e-05	4.4849442e-05	0.000160831728	1.2142483e-05	0.0002223045	0.0002068225139	0	9.9064283e-05	0	0.000106966268	0.000111648625	9.24591075e-05	7.553268e-06	2.1109979e-05	3.9797675e-05	0.000137673268	3.40591e-05	1.817131e-05	6.04271e-05	4.52601e-06	6.87164e-06	0.000166764076	0.000180770041	9.74641e-06	6.24269e-05	7.433631e-06	0	5.48685e-06	1.204123e-05	3.6823e-06	1.4945691e-05	1.761049e-05	1.2118708e-05	0	1.26311e-06	1.4818942e-05	4.493562e-06	3.858756e-05	0.00012932807	0	0.000160473529	0.00012825661	1.10547e-05	1.347635e-05	6.427091e-05	2.8653364e-05	0.000185417	0.000106535	5.5095856e-05	0.00026638	3.0617464e-05	0.000149131	2.10011e-05	2.874709e-05	7.8690335e-05	0.0001190354	8.43417e-06	0.0001763667	4.916981e-05	2.034299e-05	2.856489e-06	6.5777386e-05	0.0001867006	0.0001740166	3.2199372e-05	0.000116754	2.403641e-05	1.204512e-05	9.39338e-07	0.000113654073	6.11337e-05	1.84113e-05	2.98034e-06	0.000101019745	7.0103617e-05	4.40489e-05	1.10425e-05	8.75011e-05	1.15291e-05	3.13154e-05	2.41652e-05	3.502939e-05	2.30193e-05	1.8142946e-05	3.3877788e-05	1.7004983e-05	2.9873038e-05	1.564702e-05	5.57448e-06	2.87738e-05	0	1.4601683e-05	2.6158493e-05	4.0025315e-05	1.3491675e-05	1.5479969e-05	4.1129182e-05	3.2150658e-05
