species	Level1	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
s__Gemmiger_sp_An87	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4808435338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_pamelaeae	Cellular_Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0822880664	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7021492493	0.2231548753	0.4517022156	0	0	0	0	0	0	0	0	0	0	0	0	0.2860414359	0	0	0	0	0	0	0	0	0	1.6435252609	0	0	0	0	0	0.9052190334	0	0.8626982121	0.2460863065	0.2665433598	0.3578896028	0.0633232016	0	0.3690213979	0	0	1.9559905528	3.5009440093	0.7159058671	0.3740003915	0	0	1.5672809105	0.3451593747	1.8987495031	0.9860436796	1.4044981789	0.4758109784	3.4729959116	1.2660454158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5162043531	0	0	3.5034772487	0.2738710012	0	0	0	0	0	0	0	0	0	0	0	1.6768457702	0	6.079853467	0	8.7796982076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7767051855	0	0	0.3171897436	2.8559415703	0	0	0	0	0	0	0	0	0.5538638942	0	0	0	0	0	0.466014402	0.4433684583	0	0	0	0	0	0	0	2.3467483034	0
s__Gordonibacter_pamelaeae	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8656244892	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1757953028	0.3309115784	0.8728404347	0	0	0	0	0	0	0	0	0	0	0	0	0.9928565919	0	0	0	0	0	0	0	0	0	1.892418539	0	0	0	0	0	1.0877729285	0	1.0736178697	0.4521609902	0.155870651	1.3193787512	0.2349997672	0	0.4818985944	0	0	1.578548649	2.2064322245	0.5166139061	5.5088879224	0	0	1.3006349477	0.644219364	1.9144164653	1.2978672715	0.9046169033	0.5789108718	2.691330863	1.6414716481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4935785054	0	0	5.9495362032	1.7417849414	0	0	0	0	0	0	0	0	0	0	0	2.8516261824	0	32.1834097833	0	25.7725870277	0	0	0	0	0	0	0	2.7025430228	0	0	0	0	0	0	0	15.69787696	0	0	0.6921942039	7.3080861417	0	0	0	0	0	0	0	0	1.6734088447	0	0	0	0	0	0.9000663632	1.6784906463	0	0	0	0	0	0	0	2.9334103431	0.0517655111
s__Gordonibacter_pamelaeae	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6458088786	0	0	0	0	0	0	0	0	0	0	0	0	0	12.9478757108	15.0686286807	13.6710863377	0	0	0	0	0	0	0	0	0	0	0	0	9.6377213468	0	0	0	0	0	0	0	0	0	18.807934586	0	0	0	0	0	7.3514955897	0	8.1874439728	2.7751389042	3.6864404812	6.4415137561	4.8377258955	0	3.293256157	0	0	9.4764821273	21.743083554	3.5326526452	14.155546199	0	0	12.6981179603	5.1699935173	14.6332276215	11.0050025662	8.3655500122	6.4487744559	20.6954172121	16.4950062793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1685196617	0	0	36.9888974064	5.4489111341	0	0	0	0	0	0	0	0	0	0	0	18.8356810909	0	66.5171770101	0	98.4892116981	0	0	0	0	0	0	0	10.453264589	0	0	0	0	0	0	0	57.2459549395	0	0	4.0798107199	36.3366299517	0	0	0	0	0	0	0	0	12.5382676679	0	0	0	0	0	6.2946251651	12.4518675171	0	0	0	0	0	0	0	19.9349946281	1.1729745406
s__Gordonibacter_pamelaeae	Human_Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0067447879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5030944694	1.8332385048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2763957988	0	0	0.274558402	0	0	0.6329734027	0.5618666888	0	0	0	0	0.7595904424	1.0699560036	0.8091563814	1.7667686066	0.2688133181	1.308883987	0.4061984987	1.9888955127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212617319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0197820513	0	4.5197591236	0	6.5538573824	0	0	0	0	0	0	0	0.5807681299	0	0	0	0	0	0	0	2.3863389681	0	0	0	2.0499214456	0	0	0	0	0	0	0	0	0.457150788	0	0	0	0	0	0	0.2145000595	0	0	0	0	0	0	0	0.0078309723	0
s__Gordonibacter_pamelaeae	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.2170011311	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5255514797	19.5962134884	20.0702866198	0	0	0	0	0	0	0	0	0	0	0	0	19.2784018455	0	0	0	0	0	0	0	0	0	38.3460969205	0	0	0	0	0	17.8755889566	0	16.4482330038	7.7196419324	1.948145846	8.9583453951	6.3754949764	0	7.4599268593	0	0	32.7577135877	56.387148125	7.5554647235	55.6091119981	0	0	40.1514783992	14.7780902936	38.8453927474	30.6086559965	22.2657501792	24.1976375383	47.3397902313	48.095148696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1244803529	0	0	83.4550102512	21.758277916	0	0	0	0	0	0	0	0	0	0	0	77.5850757584	0	233.5376879098	0	361.4484834266	0	0	0	0	0	0	0	47.8662872898	0	0	0	0	0	0	0	213.904200581	0	0	11.0639458467	143.4127276528	0	0	0	0	0	0	0	0	41.5537095654	0	0	0	0	0	17.1129470554	30.5245556218	0	0	0	0	0	0	0	89.3070565621	4.1126984249
s__Gordonibacter_pamelaeae	Organismal_Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3691974084	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5650848311	0.0903861874	0.1796683143	0	0	0	0	0	0	0	0	0	0	0	0	0.3606260031	0	0	0	0	0	0	0	0	0	0.5653297883	0	0	0	0	0	0.170578355	0	0.264296469	0.1112376648	0.1355576385	0.081153068	0.0435785093	0	0	0	0	0.8714650424	2.1177196266	0.0518919641	0.472748643	0	0	1.6346945182	0.4066834068	1.3007736261	1.2067511288	0.6023131372	0.791374033	2.0689516994	2.0788756457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5913191542	0	0	2.1964529589	0.1040469877	0	0	0	0	0	0	0	0	0	0	0	0.9684733291	0	2.2387376235	0	4.0205187981	0	0	0	0	0	0	0	0.3636719815	0	0	0	0	0	0	0	2.7363790618	0	0	0.063586197	1.6280296213	0	0	0	0	0	0	0	0	0.1480730044	0	0	0	0	0	0.0542667209	0	0	0	0	0	0	0	0	0.3689598164	0
s__Gordonibacter_sp_An230	Cellular_Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6443174721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An230	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012607798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An230	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8532974832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An230	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.8926688659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An230	Organismal_Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248015873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An232A	Cellular_Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1890823109	0	0.0913737936	0.2532157634	0.0723228523	0.2127682489	0	0.0581343603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3730125194	0	0	0	0	0	6.3344828071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An232A	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0414495619	0	0.0249297518	0.0293149842	0.0773660689	0	0	0.0260700595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4753547053	0	0	0	0	0	7.9449566032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An232A	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9972737548	0	0.3881549672	0.30613548	1.0636017709	1.1386790755	0	1.046070514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.4159163336	0	0	0	0	0	46.3789645583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An232A	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1251965504	0	1.9483482073	1.963214233	2.0850433705	0.8591851093	0	3.3573356708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.1200825487	0	0	0	0	0	166.4779910818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_sp_An232A	Organismal_Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1625692682	0	0	0	0.051924993	0.0781693041	0	0.0540694035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8547998841	0	0	0	0	0	1.5385813037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_urolithinfaciens	Cellular_Processes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0095954707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5801796727	0.9899734597	0	0	0	0	0	0	0	0	0	0	0	0	1.3600516593	0	0	0	0	0	0	0	0	0	2.387179	0	0	0	0	0	1.490250134	0	0.9046976666	1.1460708032	0.4309350651	0.0821152785	0.1859188441	0	0	0	0	0.2994458016	1.2015586604	0	0	0	0	1.2609878437	0.4455708427	2.1677147429	1.7424702246	1.2147927661	1.0427224809	1.0409415756	1.6820864968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4282083969	0	0	4.7252788452	0.2601292986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0579552131	0
s__Gordonibacter_urolithinfaciens	Environmental_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1057090521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3156266478	2.35990003	0	0	0	0	0	0	0	0	0	0	0	0	5.3604854323	0	0	0	0	0	0	0	0	0	5.9614393288	0	0	0	0	0	4.5939644998	0	4.1513444601	2.6790005303	1.1402764898	2.1419161938	1.0336287695	0	1.6646731447	0	0	3.9213471844	7.9463179614	0	0	0	0	4.6388280264	2.3794410499	5.3314000191	3.9716063282	3.2315165555	1.9360878323	4.4656499692	6.3975992763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.190149375	0	0	14.7803676271	2.3546699244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1885158763	0.3569550302
s__Gordonibacter_urolithinfaciens	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8580678635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5116986453	13.8057614779	0	0	0	0	0	0	0	0	0	0	0	0	17.4260835439	0	0	0	0	0	0	0	0	0	25.3587264316	0	0	0	0	0	15.9559664373	0	12.7523293966	11.1328300224	5.6075282493	7.2808926772	3.2873768059	0	3.3744373186	0	0	15.9573467513	35.6803987989	0	0	0	0	19.5534059424	7.5468510709	20.4469705111	13.7520886257	9.1198690261	7.9585876846	21.2038974959	21.3682667954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8201667717	0	0	61.7143300212	8.1932281831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.4320389774	1.4919886918
s__Gordonibacter_urolithinfaciens	Human_Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8542203683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1882718261	0	0	0	0	0	0	0	0	0	0	0	0	0.3235618429	0	0	0	0	0	0	0	0	0	0.4088071466	0	0	0	0	0	0.2277698717	0	0.1762262861	0.2542705918	0	0	0	0	0	0	0	0	1.0430212729	0	0	0	0	0.2280546617	0	0.1946977235	0	0.1678974705	0	0.4681421812	0.4958228025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5624372853	0	0	1.1474790716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8308783921	0
s__Gordonibacter_urolithinfaciens	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.1671722909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.8863249954	43.9744377085	0	0	0	0	0	0	0	0	0	0	0	0	62.1633416208	0	0	0	0	0	0	0	0	0	104.5284375762	0	0	0	0	0	61.4932617831	0	55.3005183074	43.6265127637	12.6678738769	20.4448457324	17.6883112493	0	12.9509158046	0	0	56.1957193776	126.199367881	0	0	0	0	67.4218533277	26.9761003161	75.468556509	61.7104946378	50.0104141653	34.2615941335	101.8655741414	85.4258185211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.7410829534	0	0	233.015498648	30.9741510627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.5439005572	3.3662567079
s__Gordonibacter_urolithinfaciens	Organismal_Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1876309145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909942631	0.3848897485	0	0	0	0	0	0	0	0	0	0	0	0	1.3390724728	0	0	0	0	0	0	0	0	0	1.7699250146	0	0	0	0	0	0.9154386766	0	0.8965158262	0.8322617822	0.3744794834	0.0993559197	0.1784789231	0	0.0538887008	0	0	0.2197350982	0.6362172059	0	0	0	0	0.6625438951	0.1024126802	0.5104796262	0.1109271503	0.2703160229	0.2537922853	0.6024064659	0.0948267731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9914345643	0	0	2.5206572644	0.0726283004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5118684577	0.0778286561
s__Granulicatella_adiacens	Genetic_Information_Processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1447070056	0	0	2.0945697185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4387546498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.575031308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.864565377	1.2596710451	0	7.704962946	0	0.253119326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5540069339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Granulicatella_adiacens	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5743347851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3011851035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4202930626	0.0731006483	0	0.1964907942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Granulicatella_adiacens	Organismal_Systems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8544565968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2943518101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7362634176	0.0796725715	0	0.8052814885	0	0.2185147746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1086786152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
